330,8,0.2,0.9375,61.9897255897522,3.1326808019039007
325,9,0.15250000000000002,0.875,63.51903486251831,3.1242462699925144
327,8,0.2,0.9375,59.844603300094604,3.12388188463492
330,9,0.15250000000000002,0.875,57.0711932182312,3.106000915838399
325,8,0.2,0.9375,56.9681453704834,3.1050806485209073
327,9,0.15250000000000002,0.875,64.39314866065979,3.103904197351777
327,7,0.2,1.0,50.91909098625183,3.0876821617242824
325,7,0.15250000000000002,0.9375,67.16612720489502,3.0837885454392127
330,7,0.2,1.0,59.092933654785156,3.0827297492364
330,8,0.15250000000000002,1.0,59.70749759674072,3.0819596123496313
325,7,0.2,1.0,76.69006967544556,3.081785734963476
330,7,0.15250000000000002,0.75,55.01133680343628,3.0778388541371173
330,8,0.105,0.9375,57.946616649627686,3.07678202881403
330,6,0.2,0.9375,54.48641109466553,3.0760425755660177
325,5,0.2,1.0,46.70769453048706,3.074305879171449
330,7,0.15250000000000002,0.9375,51.72406458854675,3.0742695371287945
327,6,0.2,0.9375,47.72854042053223,3.074022909077109
325,8,0.15250000000000002,1.0,52.73136806488037,3.073712573834013
325,6,0.2,0.9375,53.48475480079651,3.072816330801733
327,8,0.15250000000000002,1.0,60.38154363632202,3.072453948986184
330,5,0.2,0.875,48.454482316970825,3.0710379516024116
327,7,0.15250000000000002,0.9375,51.171013832092285,3.070487468720154
327,9,0.105,0.75,69.49196887016296,3.0678349612452696
327,5,0.2,0.875,43.28329563140869,3.067678334881779
325,7,0.15250000000000002,0.8125,52.27817416191101,3.0673351517206386
330,9,0.105,0.875,64.78641104698181,3.0669046546578578
330,7,0.105,0.875,55.87236547470093,3.065849444910643
325,9,0.105,0.75,63.70867323875427,3.0658343367871432
325,9,0.105,0.875,64.36032772064209,3.0642862674455453
327,7,0.15250000000000002,0.8125,47.432432413101196,3.0631948669876983
325,8,0.105,0.9375,77.92321968078613,3.062688934310295
327,8,0.105,0.9375,54.41957116127014,3.062385965455584
330,5,0.2,1.0,48.229867458343506,3.0614470153834086
325,9,0.15250000000000002,0.9375,63.11202931404114,3.061419812809345
325,5,0.2,0.875,47.20439624786377,3.0603498965229217
327,9,0.15250000000000002,0.9375,67.62113618850708,3.058523849349475
330,6,0.2,0.8125,55.423314809799194,3.058404796731065
330,9,0.105,0.75,70.28968644142151,3.057889226173254
327,5,0.2,1.0,41.523582458496094,3.057791111047575
325,9,0.105,1.0,63.984028339385986,3.0561282092778312
325,7,0.105,0.875,55.446311473846436,3.0558459083760035
327,9,0.15250000000000002,0.75,62.35365962982178,3.0551791892297464
325,8,0.105,0.8125,80.3469226360321,3.0551656230533015
327,6,0.15250000000000002,0.9375,44.52109909057617,3.055089078312616
330,7,0.15250000000000002,0.8125,26.570934534072876,3.0544406438020086
325,6,0.15250000000000002,0.9375,52.888646364212036,3.0541357307969914
327,9,0.105,0.875,57.94225859642029,3.053667301444243
330,8,0.2,0.875,61.69326996803284,3.0534290994334916
330,9,0.15250000000000002,0.75,64.42759323120117,3.053267245771805
327,6,0.2,0.8125,47.601696491241455,3.053240633487876
330,8,0.105,0.75,62.73412346839905,3.0532334368560763
327,7,0.15250000000000002,0.75,47.25927758216858,3.0531196600791066
330,6,0.15250000000000002,0.9375,54.80799436569214,3.051504907763469
325,8,0.105,0.75,79.42570424079895,3.0499561613326844
325,7,0.15250000000000002,0.75,58.08958315849304,3.049828277044552
330,8,0.105,0.8125,62.19849109649658,3.04975481290898
330,7,0.105,0.8125,58.490545988082886,3.0494304441282933
330,6,0.2,0.75,54.94014859199524,3.0489807927001964
327,7,0.105,0.875,47.47629690170288,3.0479253027835953
327,9,0.2,0.875,68.06319904327393,3.047240947632216
327,8,0.105,0.75,63.30927085876465,3.04720857468094
327,9,0.105,1.0,57.33700466156006,3.0469394700589763
325,6,0.2,0.8125,53.904571771621704,3.046802022492081
325,9,0.15250000000000002,0.75,64.51571130752563,3.0465177306544193
325,8,0.2,0.875,56.572256088256836,3.046120327454416
330,9,0.105,1.0,63.68681263923645,3.0460033223872425
330,7,0.15250000000000002,1.0,57.98294377326965,3.0456464911780587
325,9,0.2,0.875,62.92981457710266,3.045458492272444
325,7,0.105,0.8125,55.38810348510742,3.0445677094224814
327,7,0.105,0.8125,52.31204438209534,3.0445530525952047
330,8,0.105,1.0,57.357215881347656,3.04429038752626
325,7,0.15250000000000002,0.875,70.82750654220581,3.044005095545896
327,8,0.105,1.0,53.403213024139404,3.043679620261249
330,9,0.15250000000000002,0.9375,56.746800899505615,3.043362045731945
330,9,0.2,1.0,40.14756512641907,3.043314836792855
327,8,0.105,0.8125,60.40735125541687,3.0432672726253127
327,8,0.15250000000000002,0.875,55.58957076072693,3.042708560462665
325,6,0.105,0.75,52.64767336845398,3.0424473753602417
327,7,0.15250000000000002,0.875,49.04446768760681,3.041741875969387
325,9,0.105,0.8125,62.244465827941895,3.041576400574843
327,6,0.105,0.75,48.16299295425415,3.04123393417358
327,9,0.105,0.8125,66.58492112159729,3.040463522541896
325,8,0.105,1.0,76.77531433105469,3.0403628459779206
327,9,0.0575,0.875,71.99628853797913,3.040320619910974
330,8,0.15250000000000002,0.75,56.133312940597534,3.0402155426877226
330,9,0.0575,0.875,72.03161311149597,3.040083542449544
325,7,0.2,0.875,76.45288181304932,3.0399046892691057
325,8,0.15250000000000002,0.875,54.24843406677246,3.039001120161971
330,9,0.105,0.9375,65.06381607055664,3.0383311355826983
330,7,0.2,0.875,60.008018493652344,3.037864085788481
327,9,0.105,0.9375,58.46388602256775,3.0377915418046815
330,9,0.2,0.875,55.37160873413086,3.037591280526887
330,9,0.105,0.8125,68.13040137290955,3.0371755867487265
